commodity,date,price
DEESA(GUJ),2015-08-01,3014
DEESA(GUJ),2015-09-01,3856
DEESA(GUJ),2015-10-01,2664
DEESA(GUJ),2015-11-01,2383
DEESA(GUJ),2014-12-01,1367
DEESA(GUJ),2015-12-01,1940
DEHRADOON(UTT),2015-01-01,836
DEHRADOON(UTT),2016-01-01,935
DEHRADOON(UTT),2015-02-01,836
DEHRADOON(UTT),2016-02-01,853
DEHRADOON(UTT),2015-03-01,838
DEHRADOON(UTT),2015-04-01,812
DEHRADOON(UTT),2015-05-01,700
DEHRADOON(UTT),2015-06-01,736
DEHRADOON(UTT),2015-07-01,878
DEHRADOON(UTT),2015-08-01,3642
DEHRADOON(UTT),2015-09-01,3936
DEHRADOON(UTT),2015-10-01,2740
DEHRADOON(UTT),2014-11-01,1537
DEHRADOON(UTT),2015-11-01,1985
DEHRADOON(UTT),2014-12-01,1071
DEHRADOON(UTT),2015-12-01,1420
DELHI,2003-01-01,280
DELHI,2004-01-01,928
DELHI,2005-01-01,489
DELHI,2006-01-01,541
DELHI,2007-01-01,1022
DELHI,2008-01-01,447
DELHI,2009-01-01,1369
DELHI,2010-01-01,1331
DELHI,2011-01-01,2657
DELHI,2012-01-01,490
DELHI,2013-01-01,1351
DELHI,2014-01-01,1151
DELHI,2015-01-01,1353
DELHI,2016-01-01,1154
DELHI,2003-02-01,253
DELHI,2004-02-01,876
DELHI,2005-02-01,463
DELHI,2006-02-01,433
DELHI,2007-02-01,1179
DELHI,2008-02-01,405
DELHI,2009-02-01,1108
DELHI,2010-02-01,1109
DELHI,2011-02-01,1039
DELHI,2012-02-01,535
DELHI,2013-02-01,1464
DELHI,2014-02-01,927
DELHI,2015-02-01,1542
DELHI,2016-02-01,896
DELHI,2003-03-01,366
DELHI,2004-03-01,582
DELHI,2005-03-01,395
DELHI,2006-03-01,391
DELHI,2007-03-01,809
DELHI,2008-03-01,474
DELHI,2009-03-01,957
DELHI,2010-03-01,820
DELHI,2011-03-01,677
DELHI,2012-03-01,603
DELHI,2013-03-01,1155
DELHI,2014-03-01,969
DELHI,2015-03-01,1413
DELHI,2003-04-01,425
DELHI,2004-04-01,450
DELHI,2005-04-01,380
DELHI,2006-04-01,391
DELHI,2007-04-01,632
DELHI,2008-04-01,479
DELHI,2009-04-01,712
DELHI,2010-04-01,694
DELHI,2011-04-01,605
DELHI,2012-04-01,621
DELHI,2013-04-01,1013
DELHI,2014-04-01,1031
DELHI,2015-04-01,1335
DELHI,2003-05-01,419
DELHI,2004-05-01,376
DELHI,2005-05-01,451
DELHI,2006-05-01,370
DELHI,2007-05-01,506
DELHI,2008-05-01,439
DELHI,2009-05-01,640
DELHI,2010-05-01,524
DELHI,2011-05-01,540
DELHI,2012-05-01,544
DELHI,2013-05-01,860
DELHI,2014-05-01,1142
DELHI,2015-05-01,1309
DELHI,2003-06-01,463
DELHI,2004-06-01,347
DELHI,2005-06-01,425
DELHI,2006-06-01,404
DELHI,2007-06-01,560
DELHI,2008-06-01,430
DELHI,2009-06-01,649
DELHI,2010-06-01,507
DELHI,2011-06-01,576
DELHI,2012-06-01,587
DELHI,2013-06-01,1172
DELHI,2014-06-01,1277
DELHI,2015-06-01,1569
DELHI,2003-07-01,531
DELHI,2004-07-01,414
DELHI,2005-07-01,550
DELHI,2006-07-01,450
DELHI,2007-07-01,769
DELHI,2008-07-01,594
DELHI,2009-07-01,740
DELHI,2010-07-01,672
DELHI,2011-07-01,818
DELHI,2012-07-01,681
DELHI,2013-07-01,1990
DELHI,2014-07-01,2042
DELHI,2015-07-01,1880
DELHI,2003-08-01,572
DELHI,2004-08-01,550
DELHI,2005-08-01,710
DELHI,2006-08-01,501
DELHI,2007-08-01,1120
DELHI,2008-08-01,833
DELHI,2009-08-01,796
DELHI,2010-08-01,846
DELHI,2011-08-01,1069
DELHI,2012-08-01,690
DELHI,2013-08-01,3510
DELHI,2014-08-01,1750
DELHI,2015-08-01,3381
DELHI,2003-09-01,691
DELHI,2004-09-01,568
DELHI,2005-09-01,1046
DELHI,2006-09-01,506
DELHI,2007-09-01,1436
DELHI,2008-09-01,816
DELHI,2009-09-01,858
DELHI,2010-09-01,1294
DELHI,2011-09-01,1201
DELHI,2012-09-01,690
DELHI,2013-09-01,4407
DELHI,2014-09-01,1700
DELHI,2015-09-01,3763
DELHI,2003-10-01,881
DELHI,2004-10-01,625
DELHI,2005-10-01,1169
DELHI,2006-10-01,514
DELHI,2007-10-01,1506
DELHI,2008-10-01,826
DELHI,2009-10-01,1535
DELHI,2010-10-01,1549
DELHI,2011-10-01,1096
DELHI,2012-10-01,1019
DELHI,2013-10-01,4159
DELHI,2014-10-01,1629
DELHI,2015-10-01,2913
DELHI,2003-11-01,693
DELHI,2004-11-01,584
DELHI,2005-11-01,1025
DELHI,2006-11-01,439
DELHI,2007-11-01,830
DELHI,2008-11-01,1024
DELHI,2009-11-01,1356
DELHI,2010-11-01,1842
DELHI,2011-11-01,899
DELHI,2012-11-01,1066
DELHI,2013-11-01,3395
DELHI,2014-11-01,1528
DELHI,2015-11-01,2090
DELHI,2003-12-01,731
DELHI,2004-12-01,497
DELHI,2005-12-01,700
DELHI,2006-12-01,712
DELHI,2007-12-01,537
DELHI,2008-12-01,1128
DELHI,2009-12-01,1382
DELHI,2010-12-01,2388
DELHI,2011-12-01,611
DELHI,2012-12-01,1142
DELHI,2013-12-01,1632
DELHI,2014-12-01,1609
DELHI,2015-12-01,1223
DEORIA(UP),2010-01-01,1676
DEORIA(UP),2011-01-01,2150
DEORIA(UP),2010-02-01,1567
DEORIA(UP),2010-03-01,944
DEORIA(UP),2010-04-01,834
DEORIA(UP),2012-04-01,715
DEORIA(UP),2015-04-01,1536
DEORIA(UP),2010-05-01,609
DEORIA(UP),2012-05-01,600
DEORIA(UP),2013-05-01,1015
DEORIA(UP),2015-05-01,1536
DEORIA(UP),2010-06-01,670
DEORIA(UP),2011-06-01,838
DEORIA(UP),2012-06-01,577
DEORIA(UP),2013-06-01,1300
DEORIA(UP),2015-06-01,1563
DEORIA(UP),2010-07-01,732
DEORIA(UP),2011-07-01,925
DEORIA(UP),2013-07-01,2150
DEORIA(UP),2010-08-01,1028
DEORIA(UP),2012-08-01,850
DEORIA(UP),2013-08-01,4000
DEORIA(UP),2015-08-01,2925
DEORIA(UP),2010-09-01,1725
DEORIA(UP),2013-09-01,4379
DEORIA(UP),2015-09-01,3970
DEORIA(UP),2010-10-01,1768
DEORIA(UP),2011-10-01,1460
DEORIA(UP),2012-10-01,1135
DEORIA(UP),2010-11-01,2745
DEORIA(UP),2011-11-01,1245
DEORIA(UP),2010-12-01,2600
DEORIA(UP),2015-12-01,1367
DEVALA(MS),2006-01-01,270
DEVALA(MS),2007-01-01,852
DEVALA(MS),2008-01-01,242
DEVALA(MS),2009-01-01,1197
DEVALA(MS),2010-01-01,1271
DEVALA(MS),2011-01-01,2841
DEVALA(MS),2012-01-01,384
DEVALA(MS),2013-01-01,1489
DEVALA(MS),2014-01-01,988
DEVALA(MS),2015-01-01,1203
DEVALA(MS),2016-01-01,1075
DEVALA(MS),2006-02-01,189
DEVALA(MS),2007-02-01,929
DEVALA(MS),2008-02-01,238
DEVALA(MS),2009-02-01,1109
DEVALA(MS),2010-02-01,970
DEVALA(MS),2011-02-01,910
DEVALA(MS),2012-02-01,351
DEVALA(MS),2013-02-01,1443
DEVALA(MS),2014-02-01,684
DEVALA(MS),2015-02-01,1374
DEVALA(MS),2016-02-01,736
DEVALA(MS),2006-03-01,165
DEVALA(MS),2007-03-01,639
DEVALA(MS),2008-03-01,310
DEVALA(MS),2009-03-01,654
DEVALA(MS),2010-03-01,568
DEVALA(MS),2011-03-01,452
DEVALA(MS),2012-03-01,334
DEVALA(MS),2013-03-01,971
DEVALA(MS),2014-03-01,777
DEVALA(MS),2015-03-01,1140
DEVALA(MS),2006-04-01,225
DEVALA(MS),2007-04-01,429
DEVALA(MS),2008-04-01,267
DEVALA(MS),2009-04-01,470
DEVALA(MS),2010-04-01,499
DEVALA(MS),2011-04-01,579
DEVALA(MS),2012-04-01,403
DEVALA(MS),2013-04-01,791
DEVALA(MS),2014-04-01,698
DEVALA(MS),2015-04-01,1009
DEVALA(MS),2006-05-01,176
DEVALA(MS),2007-05-01,510
DEVALA(MS),2008-05-01,215
DEVALA(MS),2009-05-01,470
DEVALA(MS),2010-05-01,487
DEVALA(MS),2011-05-01,518
DEVALA(MS),2012-05-01,343
DEVALA(MS),2013-05-01,887
DEVALA(MS),2014-05-01,722
DEVALA(MS),2015-05-01,1050
DEVALA(MS),2006-06-01,307
DEVALA(MS),2007-06-01,790
DEVALA(MS),2008-06-01,387
DEVALA(MS),2009-06-01,703
DEVALA(MS),2010-06-01,585
DEVALA(MS),2011-06-01,707
DEVALA(MS),2012-06-01,448
DEVALA(MS),2013-06-01,1374
DEVALA(MS),2014-06-01,1169
DEVALA(MS),2015-06-01,1511
DEVALA(MS),2006-07-01,294
DEVALA(MS),2007-07-01,843
DEVALA(MS),2008-07-01,650
DEVALA(MS),2009-07-01,627
DEVALA(MS),2010-07-01,659
DEVALA(MS),2011-07-01,845
DEVALA(MS),2012-07-01,551
DEVALA(MS),2013-07-01,2100
DEVALA(MS),2014-07-01,1803
DEVALA(MS),2015-07-01,2141
DEVALA(MS),2006-08-01,336
DEVALA(MS),2007-08-01,1150
DEVALA(MS),2008-08-01,761
DEVALA(MS),2009-08-01,674
DEVALA(MS),2010-08-01,832
DEVALA(MS),2011-08-01,1082
DEVALA(MS),2012-08-01,592
DEVALA(MS),2013-08-01,3739
DEVALA(MS),2014-08-01,1462
DEVALA(MS),2015-08-01,4248
DEVALA(MS),2006-09-01,266
DEVALA(MS),2007-09-01,1468
DEVALA(MS),2008-09-01,627
DEVALA(MS),2009-09-01,706
DEVALA(MS),2010-09-01,1324
DEVALA(MS),2011-09-01,1028
DEVALA(MS),2012-09-01,479
DEVALA(MS),2013-09-01,4660
DEVALA(MS),2014-09-01,1325
DEVALA(MS),2015-09-01,4203
DEVALA(MS),2007-10-01,1342
DEVALA(MS),2008-10-01,613
DEVALA(MS),2009-10-01,1329
DEVALA(MS),2010-10-01,1402
DEVALA(MS),2011-10-01,877
DEVALA(MS),2012-10-01,815
DEVALA(MS),2013-10-01,4153
DEVALA(MS),2014-10-01,1477
DEVALA(MS),2015-10-01,3082
DEVALA(MS),2006-11-01,491
DEVALA(MS),2007-11-01,709
DEVALA(MS),2008-11-01,800
DEVALA(MS),2009-11-01,1511
DEVALA(MS),2010-11-01,1623
DEVALA(MS),2011-11-01,985
DEVALA(MS),2012-11-01,1066
DEVALA(MS),2013-11-01,2878
DEVALA(MS),2014-11-01,1516
DEVALA(MS),2015-11-01,1868
DEVALA(MS),2006-12-01,630
DEVALA(MS),2007-12-01,446
DEVALA(MS),2008-12-01,1019
DEVALA(MS),2009-12-01,1424
DEVALA(MS),2010-12-01,2562
DEVALA(MS),2011-12-01,606
DEVALA(MS),2012-12-01,1252
DEVALA(MS),2013-12-01,1419
DEVALA(MS),2014-12-01,1506
DEVALA(MS),2015-12-01,1160
DEWAS(MP),2002-01-01,315
DEWAS(MP),2002-02-01,221
DEWAS(MP),2002-03-01,179
DEWAS(MP),2002-04-01,129
DEWAS(MP),2002-05-01,100
DEWAS(MP),2006-05-01,175
DEWAS(MP),2002-06-01,131
DEWAS(MP),2003-06-01,188
DEWAS(MP),2012-06-01,450
DEWAS(MP),2002-07-01,177
DEWAS(MP),2015-07-01,2300
DEWAS(MP),2002-08-01,272
DEWAS(MP),2003-08-01,358
DEWAS(MP),2002-09-01,423
DEWAS(MP),2003-09-01,480
DEWAS(MP),2008-09-01,610
DEWAS(MP),2002-10-01,384
DEWAS(MP),2008-10-01,690
DEWAS(MP),2003-11-01,360
DEWAS(MP),2006-11-01,450
DEWAS(MP),2003-12-01,360
DHAVANGERE(KNT),2002-01-01,258
DHAVANGERE(KNT),2003-01-01,274
DHAVANGERE(KNT),2004-01-01,585
DHAVANGERE(KNT),2005-01-01,359
DHAVANGERE(KNT),2006-01-01,405
DHAVANGERE(KNT),2007-01-01,589
DHAVANGERE(KNT),2008-01-01,530
DHAVANGERE(KNT),2009-01-01,1115
DHAVANGERE(KNT),2010-01-01,1111
DHAVANGERE(KNT),2011-01-01,2359
DHAVANGERE(KNT),2012-01-01,516
DHAVANGERE(KNT),2013-01-01,1095
DHAVANGERE(KNT),2014-01-01,802
DHAVANGERE(KNT),2015-01-01,1091
DHAVANGERE(KNT),2016-01-01,990
DHAVANGERE(KNT),2004-02-01,573
DHAVANGERE(KNT),2005-02-01,356
DHAVANGERE(KNT),2006-02-01,326
DHAVANGERE(KNT),2007-02-01,688
DHAVANGERE(KNT),2008-02-01,414
DHAVANGERE(KNT),2009-02-01,1070
DHAVANGERE(KNT),2010-02-01,910
DHAVANGERE(KNT),2011-02-01,1083
DHAVANGERE(KNT),2012-02-01,442
DHAVANGERE(KNT),2013-02-01,1167
DHAVANGERE(KNT),2014-02-01,604
DHAVANGERE(KNT),2015-02-01,1239
DHAVANGERE(KNT),2016-02-01,747
DHAVANGERE(KNT),2004-03-01,411
DHAVANGERE(KNT),2005-03-01,316
DHAVANGERE(KNT),2006-03-01,303
DHAVANGERE(KNT),2007-03-01,660
DHAVANGERE(KNT),2008-03-01,399
DHAVANGERE(KNT),2009-03-01,781
DHAVANGERE(KNT),2010-03-01,624
DHAVANGERE(KNT),2011-03-01,657
DHAVANGERE(KNT),2012-03-01,518
DHAVANGERE(KNT),2013-03-01,943
DHAVANGERE(KNT),2014-03-01,604
DHAVANGERE(KNT),2015-03-01,1084
DHAVANGERE(KNT),2004-04-01,367
DHAVANGERE(KNT),2005-04-01,294
DHAVANGERE(KNT),2006-04-01,286
DHAVANGERE(KNT),2007-04-01,402
DHAVANGERE(KNT),2008-04-01,389
DHAVANGERE(KNT),2009-04-01,601
DHAVANGERE(KNT),2010-04-01,482
DHAVANGERE(KNT),2011-04-01,610
DHAVANGERE(KNT),2012-04-01,540
DHAVANGERE(KNT),2013-04-01,941
DHAVANGERE(KNT),2014-04-01,678
DHAVANGERE(KNT),2015-04-01,1012
DHAVANGERE(KNT),2003-05-01,304
DHAVANGERE(KNT),2004-05-01,363
DHAVANGERE(KNT),2005-05-01,289
DHAVANGERE(KNT),2006-05-01,270
DHAVANGERE(KNT),2007-05-01,420
DHAVANGERE(KNT),2008-05-01,329
DHAVANGERE(KNT),2009-05-01,611
DHAVANGERE(KNT),2010-05-01,527
DHAVANGERE(KNT),2011-05-01,600
DHAVANGERE(KNT),2012-05-01,505
DHAVANGERE(KNT),2013-05-01,967
DHAVANGERE(KNT),2014-05-01,830
DHAVANGERE(KNT),2015-05-01,1110
DHAVANGERE(KNT),2002-06-01,230
DHAVANGERE(KNT),2003-06-01,366
DHAVANGERE(KNT),2004-06-01,371
DHAVANGERE(KNT),2005-06-01,326
DHAVANGERE(KNT),2006-06-01,347
DHAVANGERE(KNT),2007-06-01,642
DHAVANGERE(KNT),2008-06-01,414
DHAVANGERE(KNT),2009-06-01,813
DHAVANGERE(KNT),2010-06-01,657
DHAVANGERE(KNT),2011-06-01,768
DHAVANGERE(KNT),2012-06-01,521
DHAVANGERE(KNT),2013-06-01,1276
DHAVANGERE(KNT),2014-06-01,1466
DHAVANGERE(KNT),2015-06-01,1465
DHAVANGERE(KNT),2002-07-01,299
DHAVANGERE(KNT),2003-07-01,440
DHAVANGERE(KNT),2004-07-01,333
DHAVANGERE(KNT),2005-07-01,399
DHAVANGERE(KNT),2006-07-01,390
DHAVANGERE(KNT),2007-07-01,756
DHAVANGERE(KNT),2008-07-01,626
DHAVANGERE(KNT),2009-07-01,777
DHAVANGERE(KNT),2010-07-01,666
DHAVANGERE(KNT),2011-07-01,919
DHAVANGERE(KNT),2012-07-01,625
DHAVANGERE(KNT),2013-07-01,2052
DHAVANGERE(KNT),2014-07-01,1981
DHAVANGERE(KNT),2015-07-01,1777
DHAVANGERE(KNT),2002-08-01,378
DHAVANGERE(KNT),2003-08-01,436
DHAVANGERE(KNT),2004-08-01,375
DHAVANGERE(KNT),2005-08-01,497
DHAVANGERE(KNT),2006-08-01,419
DHAVANGERE(KNT),2007-08-01,863
DHAVANGERE(KNT),2008-08-01,757
DHAVANGERE(KNT),2009-08-01,692
DHAVANGERE(KNT),2010-08-01,824
DHAVANGERE(KNT),2011-08-01,1019
DHAVANGERE(KNT),2012-08-01,631
DHAVANGERE(KNT),2013-08-01,2852
DHAVANGERE(KNT),2014-08-01,1663
DHAVANGERE(KNT),2015-08-01,3055
DHAVANGERE(KNT),2002-09-01,387
DHAVANGERE(KNT),2003-09-01,428
DHAVANGERE(KNT),2004-09-01,272
DHAVANGERE(KNT),2005-09-01,539
DHAVANGERE(KNT),2006-09-01,414
DHAVANGERE(KNT),2007-09-01,869
DHAVANGERE(KNT),2008-09-01,605
DHAVANGERE(KNT),2009-09-01,535
DHAVANGERE(KNT),2010-09-01,976
DHAVANGERE(KNT),2011-09-01,984
DHAVANGERE(KNT),2012-09-01,562
DHAVANGERE(KNT),2013-09-01,2253
DHAVANGERE(KNT),2014-09-01,950
DHAVANGERE(KNT),2015-09-01,2671
DHAVANGERE(KNT),2002-10-01,379
DHAVANGERE(KNT),2003-10-01,538
DHAVANGERE(KNT),2004-10-01,249
DHAVANGERE(KNT),2005-10-01,660
DHAVANGERE(KNT),2006-10-01,402
DHAVANGERE(KNT),2007-10-01,748
DHAVANGERE(KNT),2008-10-01,488
DHAVANGERE(KNT),2009-10-01,881
DHAVANGERE(KNT),2010-10-01,1074
DHAVANGERE(KNT),2011-10-01,818
DHAVANGERE(KNT),2012-10-01,640
DHAVANGERE(KNT),2013-10-01,2464
DHAVANGERE(KNT),2014-10-01,891
DHAVANGERE(KNT),2015-10-01,1613
DHAVANGERE(KNT),2002-11-01,379
DHAVANGERE(KNT),2003-11-01,493
DHAVANGERE(KNT),2004-11-01,240
DHAVANGERE(KNT),2005-11-01,711
DHAVANGERE(KNT),2006-11-01,367
DHAVANGERE(KNT),2007-11-01,714
DHAVANGERE(KNT),2008-11-01,945
DHAVANGERE(KNT),2009-11-01,1101
DHAVANGERE(KNT),2010-11-01,1361
DHAVANGERE(KNT),2011-11-01,807
DHAVANGERE(KNT),2012-11-01,874
DHAVANGERE(KNT),2013-11-01,2145
DHAVANGERE(KNT),2014-11-01,903
DHAVANGERE(KNT),2015-11-01,1547
DHAVANGERE(KNT),2002-12-01,285
DHAVANGERE(KNT),2003-12-01,508
DHAVANGERE(KNT),2004-12-01,222
DHAVANGERE(KNT),2005-12-01,450
DHAVANGERE(KNT),2006-12-01,455
DHAVANGERE(KNT),2007-12-01,609
DHAVANGERE(KNT),2008-12-01,897
DHAVANGERE(KNT),2009-12-01,1385
DHAVANGERE(KNT),2010-12-01,2213
DHAVANGERE(KNT),2011-12-01,627
DHAVANGERE(KNT),2012-12-01,999
DHAVANGERE(KNT),2013-12-01,1274
DHAVANGERE(KNT),2014-12-01,1182
DHAVANGERE(KNT),2015-12-01,1052
DHULIA(MS),2002-01-01,213
DHULIA(MS),2003-01-01,136
DHULIA(MS),2004-01-01,705
DHULIA(MS),2005-01-01,239
DHULIA(MS),2006-01-01,278
DHULIA(MS),2007-01-01,848
DHULIA(MS),2008-01-01,185
DHULIA(MS),2010-01-01,977
DHULIA(MS),2011-01-01,2647
DHULIA(MS),2012-01-01,337
DHULIA(MS),2013-01-01,1494
DHULIA(MS),2014-01-01,854
DHULIA(MS),2015-01-01,1063
DHULIA(MS),2016-01-01,976
DHULIA(MS),2002-02-01,168
DHULIA(MS),2003-02-01,158
DHULIA(MS),2004-02-01,624
DHULIA(MS),2005-02-01,204
DHULIA(MS),2006-02-01,207
DHULIA(MS),2007-02-01,923
DHULIA(MS),2008-02-01,197
DHULIA(MS),2009-02-01,951
DHULIA(MS),2010-02-01,864
DHULIA(MS),2011-02-01,912
DHULIA(MS),2012-02-01,303
DHULIA(MS),2013-02-01,1500
DHULIA(MS),2014-02-01,606
DHULIA(MS),2015-02-01,1350
DHULIA(MS),2016-02-01,653
DHULIA(MS),2002-03-01,174
DHULIA(MS),2004-03-01,300
DHULIA(MS),2005-03-01,217
DHULIA(MS),2006-03-01,177
DHULIA(MS),2007-03-01,616
DHULIA(MS),2008-03-01,258
DHULIA(MS),2009-03-01,618
DHULIA(MS),2010-03-01,573
DHULIA(MS),2011-03-01,474
DHULIA(MS),2012-03-01,290
DHULIA(MS),2013-03-01,915
DHULIA(MS),2014-03-01,698
DHULIA(MS),2015-03-01,1164
DHULIA(MS),2002-04-01,138
DHULIA(MS),2004-04-01,285
DHULIA(MS),2005-04-01,197
DHULIA(MS),2006-04-01,156
DHULIA(MS),2007-04-01,392
DHULIA(MS),2008-04-01,236
DHULIA(MS),2009-04-01,459
DHULIA(MS),2010-04-01,412
DHULIA(MS),2011-04-01,406
DHULIA(MS),2012-04-01,362
DHULIA(MS),2013-04-01,757
DHULIA(MS),2014-04-01,670
DHULIA(MS),2015-04-01,821
DHULIA(MS),2002-05-01,151
DHULIA(MS),2004-05-01,208
DHULIA(MS),2005-05-01,213
DHULIA(MS),2006-05-01,143
DHULIA(MS),2007-05-01,440
DHULIA(MS),2008-05-01,191
DHULIA(MS),2009-05-01,412
DHULIA(MS),2010-05-01,378
DHULIA(MS),2011-05-01,415
DHULIA(MS),2012-05-01,283
DHULIA(MS),2013-05-01,736
DHULIA(MS),2014-05-01,720
DHULIA(MS),2015-05-01,908
DHULIA(MS),2002-06-01,242
DHULIA(MS),2004-06-01,285
DHULIA(MS),2006-06-01,244
DHULIA(MS),2007-06-01,743
DHULIA(MS),2008-06-01,307
DHULIA(MS),2009-06-01,625
DHULIA(MS),2010-06-01,459
DHULIA(MS),2011-06-01,522
DHULIA(MS),2012-06-01,398
DHULIA(MS),2013-06-01,1260
DHULIA(MS),2014-06-01,1235
DHULIA(MS),2015-06-01,1427
DHULIA(MS),2002-07-01,310
DHULIA(MS),2004-07-01,303
DHULIA(MS),2005-07-01,381
DHULIA(MS),2007-07-01,793
DHULIA(MS),2008-07-01,569
DHULIA(MS),2009-07-01,555
DHULIA(MS),2010-07-01,546
DHULIA(MS),2011-07-01,679
DHULIA(MS),2012-07-01,507
DHULIA(MS),2013-07-01,1995
DHULIA(MS),2014-07-01,1722
DHULIA(MS),2015-07-01,1925
DHULIA(MS),2002-08-01,395
DHULIA(MS),2004-08-01,299
DHULIA(MS),2005-08-01,602
DHULIA(MS),2007-08-01,1049
DHULIA(MS),2008-08-01,693
DHULIA(MS),2009-08-01,586
DHULIA(MS),2010-08-01,850
DHULIA(MS),2011-08-01,928
DHULIA(MS),2012-08-01,581
DHULIA(MS),2013-08-01,3615
DHULIA(MS),2014-08-01,1414
DHULIA(MS),2015-08-01,3767
DHULIA(MS),2002-09-01,396
DHULIA(MS),2003-09-01,550
DHULIA(MS),2004-09-01,340
DHULIA(MS),2005-09-01,853
DHULIA(MS),2006-09-01,251
DHULIA(MS),2007-09-01,1176
DHULIA(MS),2008-09-01,511
DHULIA(MS),2009-09-01,605
DHULIA(MS),2010-09-01,1107
DHULIA(MS),2011-09-01,875
DHULIA(MS),2012-09-01,481
DHULIA(MS),2013-09-01,4064
DHULIA(MS),2014-09-01,1202
DHULIA(MS),2015-09-01,3672
DHULIA(MS),2002-10-01,528
DHULIA(MS),2004-10-01,349
DHULIA(MS),2005-10-01,1140
DHULIA(MS),2006-10-01,356
DHULIA(MS),2007-10-01,959
DHULIA(MS),2008-10-01,574
DHULIA(MS),2009-10-01,1276
DHULIA(MS),2010-10-01,1247
DHULIA(MS),2011-10-01,793
DHULIA(MS),2012-10-01,778
DHULIA(MS),2013-10-01,3280
DHULIA(MS),2014-10-01,1465
DHULIA(MS),2015-10-01,2471
DHULIA(MS),2002-11-01,371
DHULIA(MS),2003-11-01,440
DHULIA(MS),2004-11-01,313
DHULIA(MS),2005-11-01,964
DHULIA(MS),2006-11-01,370
DHULIA(MS),2007-11-01,750
DHULIA(MS),2009-11-01,1368
DHULIA(MS),2010-11-01,1218
DHULIA(MS),2011-11-01,810
DHULIA(MS),2012-11-01,1156
DHULIA(MS),2013-11-01,2703
DHULIA(MS),2014-11-01,1359
DHULIA(MS),2015-11-01,1627
DHULIA(MS),2002-12-01,274
DHULIA(MS),2003-12-01,579
DHULIA(MS),2004-12-01,289
DHULIA(MS),2005-12-01,497
DHULIA(MS),2006-12-01,614
DHULIA(MS),2007-12-01,495
DHULIA(MS),2008-12-01,1044
DHULIA(MS),2009-12-01,1001
DHULIA(MS),2010-12-01,2228
DHULIA(MS),2011-12-01,546
DHULIA(MS),2012-12-01,1138
DHULIA(MS),2013-12-01,1215
DHULIA(MS),2014-12-01,1266
DHULIA(MS),2015-12-01,1118
DINDIGUL(TN),2002-01-01,402
DINDIGUL(TN),2003-01-01,438
DINDIGUL(TN),2005-01-01,580
DINDIGUL(TN),2006-01-01,581
DINDIGUL(TN),2010-01-01,2308
DINDIGUL(TN),2014-01-01,1303
DINDIGUL(TN),2015-01-01,1673
DINDIGUL(TN),2002-02-01,339
DINDIGUL(TN),2003-02-01,383
DINDIGUL(TN),2005-02-01,544
DINDIGUL(TN),2006-02-01,458
DINDIGUL(TN),2007-02-01,1205
DINDIGUL(TN),2010-02-01,1501
DINDIGUL(TN),2014-02-01,1092
DINDIGUL(TN),2015-02-01,2258
DINDIGUL(TN),2002-03-01,324
DINDIGUL(TN),2003-03-01,373
DINDIGUL(TN),2005-03-01,487
DINDIGUL(TN),2006-03-01,435
DINDIGUL(TN),2007-03-01,895
DINDIGUL(TN),2010-03-01,1097
DINDIGUL(TN),2014-03-01,1033
DINDIGUL(TN),2015-03-01,1521
DINDIGUL(TN),2002-04-01,322
DINDIGUL(TN),2003-04-01,519
DINDIGUL(TN),2005-04-01,480
DINDIGUL(TN),2006-04-01,390
DINDIGUL(TN),2007-04-01,748
DINDIGUL(TN),2010-04-01,1000
DINDIGUL(TN),2014-04-01,1017
DINDIGUL(TN),2015-04-01,1637
DINDIGUL(TN),2002-05-01,341
DINDIGUL(TN),2003-05-01,493
DINDIGUL(TN),2010-05-01,923
DINDIGUL(TN),2014-05-01,1335
DINDIGUL(TN),2015-05-01,1992
DINDIGUL(TN),2002-06-01,442
DINDIGUL(TN),2003-06-01,598
DINDIGUL(TN),2010-06-01,979
DINDIGUL(TN),2014-06-01,1831
DINDIGUL(TN),2002-07-01,503
DINDIGUL(TN),2003-07-01,664
DINDIGUL(TN),2010-07-01,992
DINDIGUL(TN),2014-07-01,2413
DINDIGUL(TN),2002-08-01,579
DINDIGUL(TN),2003-08-01,638
DINDIGUL(TN),2005-08-01,675
DINDIGUL(TN),2010-08-01,1067
DINDIGUL(TN),2015-08-01,3904
DINDIGUL(TN),2002-09-01,642
DINDIGUL(TN),2003-09-01,680
DINDIGUL(TN),2005-09-01,909
DINDIGUL(TN),2009-09-01,932
DINDIGUL(TN),2010-09-01,1188
DINDIGUL(TN),2013-09-01,3881
DINDIGUL(TN),2014-09-01,2000
DINDIGUL(TN),2015-09-01,3546
DINDIGUL(TN),2002-10-01,683
DINDIGUL(TN),2003-10-01,886
DINDIGUL(TN),2004-10-01,703
DINDIGUL(TN),2005-10-01,1035
DINDIGUL(TN),2009-10-01,1719
DINDIGUL(TN),2013-10-01,4962
DINDIGUL(TN),2014-10-01,2188
DINDIGUL(TN),2015-10-01,3627
DINDIGUL(TN),2002-11-01,698
DINDIGUL(TN),2003-11-01,933
DINDIGUL(TN),2004-11-01,613
DINDIGUL(TN),2009-11-01,2058
DINDIGUL(TN),2010-11-01,2125
DINDIGUL(TN),2013-11-01,3792
DINDIGUL(TN),2014-11-01,1636
DINDIGUL(TN),2015-11-01,2996
DINDIGUL(TN),2002-12-01,508
